SN,Paper Title,Domain,Year,cluster,umap_x,umap_y,cited_by_count,is_oa,oa_status
261,RRAO: An Ontology for the Representation of Reoffending Risk Assessment Knowledge,Graph-Based Fairness & Bias Mitigation,2025,1,4.179932,0.114019655,0,False,closed
262,AI Bias in Power Systems Domain—Exemplary Cases and Approaches,General Fairness & Bias Mitigation,2025,1,3.6474183,0.7383294,0,True,gold
263,Bias in Conversational Search: The Double-Edged Sword of the Personalized Knowledge Graph,Graph-Based Fairness & Bias Mitigation,2020,5,8.684704,2.4777977,24,True,green
264,Comprehensive Fair Meta-learned Recommender System,Recommender Systems,2022,5,8.137778,2.0643709,47,True,green
265,START Foundation: Coping with Bias and Fairness when Implementing and Using an AI System,General Fairness & Bias Mitigation,2024,1,6.5281086,0.7878661,1,False,closed
266,Measuring Inter-Bias Effects and Fairness-Accuracy Trade-Offs in GNN-Based Recommender Systems,Graph-Based Fairness & Bias Mitigation,2025,5,8.670173,2.3118482,1,True,gold
268,"The Connection Between Popularity Bias, Calibration, and Fairness in Recommendation",Recommender Systems,2020,5,8.96771,2.1306849,10,True,green
270,Advancing Algorithmic Justice: A Systematic Review of Fair Decision-Making Protocols in Healthcare AI,Health & Clinical AI,2024,3,1.5899596,1.0821902,1,True,gold
271,MACAIF: Machine Learning Auditing for Clinical AI Fairness,Health & Clinical AI,2023,3,0.23543347,0.6643184,1,False,closed
272,Auditing fairness in clinical AI systems using provenance-based simulation,Health & Clinical AI,2026,3,0.80038106,0.99970496,0,True,gold
273,A Review of Bias and Fairness in Artificial Intelligence,General Fairness & Bias Mitigation,2023,7,4.8273106,-0.14075123,53,True,diamond
274,Addressing AI Bias in MRI-Based Dementia Classification Among Hispanic Individuals,Health & Clinical AI,2025,3,0.6009838,0.4221718,0,True,hybrid
275,Mitigating Algorithmic Bias in AI-Driven Cardiovascular Imaging for Fairer Diagnostics,Health & Clinical AI,2024,3,0.8215931,0.25055793,23,True,gold
276,Data augmentation for fairness-aware machine learning,General Fairness & Bias Mitigation,2022,7,4.5605817,-0.044681355,30,True,hybrid
277,HIFI: Explaining and Mitigating Algorithmic Bias Through the Lens of Game-Theoretic Interactions,General Fairness & Bias Mitigation,2025,7,5.598184,0.1024593,0,False,closed
278,Pre-processing Techniques to Mitigate Against Algorithmic Bias,General Fairness & Bias Mitigation,2023,7,5.4763536,-0.011656108,5,False,closed
279,D-BIAS: A Causality-Based Human-in-the-Loop System for Tackling Algorithmic Bias,General Fairness & Bias Mitigation,2022,1,5.4921403,1.2867377,41,False,closed
280,Detection and Mitigation of Algorithmic Bias via Predictive Parity,General Fairness & Bias Mitigation,2023,7,5.956936,-0.63331485,7,False,closed
281,Mitigating Algorithmic Bias with Limited Annotations,General Fairness & Bias Mitigation,2022,7,5.7313747,0.44481182,0,True,green
282,A step toward building a unified framework for managing AI bias,General Fairness & Bias Mitigation,2023,7,4.840415,-0.023425642,18,True,gold
284,Algorithmic Fairness in Clinical Predictive Models: A Review of Bias Audits and Mitigation Strategies in Epidemiological Research,Health & Clinical AI,2025,3,0.32913116,1.1127915,0,True,hybrid
285,Mitigating Algorithmic Bias in Multiclass CNN Classifications Using Causal Modeling,General Fairness & Bias Mitigation,2025,7,6.3550863,0.16189118,1,False,closed
286,Post-processing methods for mitigating algorithmic bias in healthcare classification models: An extended umbrella review,Health & Clinical AI,2025,3,0.7479497,1.4070843,3,True,diamond
287,"Whither bias goes, I will go: An integrative, systematic review of algorithmic bias mitigation",General Fairness & Bias Mitigation,2024,7,4.457162,0.54500985,16,True,green
288,Detecting and Mitigating Algorithmic Bias in Automated Hiring Systems Using Fairness Constraints,General Fairness & Bias Mitigation,2025,7,4.429252,0.6125699,0,False,closed
289,Public Perceptions of Algorithmic Bias and Fairness in Cloud-Based Decision Systems,General Fairness & Bias Mitigation,2025,1,2.5224469,0.21840157,1,True,diamond
290,Towards Ethical AI: Bias Detection and Mitigation in AI Models for Recruitment Systems and Criminal Justice Systems,General Fairness & Bias Mitigation,2025,1,3.9772842,-0.20961344,1,False,closed
291,Algorithmic Bias Detection: A Focus on Skin Tone and Gender Fairness in AI Models,General Fairness & Bias Mitigation,2025,7,1.5439607,-0.42934975,1,False,closed
292,Add-Remove-or-Relabel: Practitioner-Friendly Bias Mitigation via Influential Fairness,General Fairness & Bias Mitigation,2023,7,4.940107,0.16913733,4,False,closed
293,Fairness And Bias Mitigation in AI Models for Diabetes Diagnosis: A Comparative Evaluation of Algorithmic Approaches,Health & Clinical AI,2025,3,0.60263294,0.6049919,0,True,hybrid
294,BIAS AUDIT FRAMEWORKS: Developing Tools for Early Detection of Algorithmic Bias in AI Development,General Fairness & Bias Mitigation,2025,3,2.1275308,0.12701128,1,True,diamond
295,Justice in Judgment: Unveiling (Hidden) Bias in LLM-assisted Peer Reviews,LLMs & NLP,2025,2,5.7478337,3.2009497,0,True,green
296,Does RAG Introduce Unfairness in LLMs? Evaluating Fairness in Retrieval-Augmented Generation Systems,LLMs & NLP,2024,2,4.954608,2.6926405,2,True,green
297,Ethical Imperatives for Retrieval-Augmented Generation in Clinical Nursing: Viewpoint on Responsible AI Use,Health & Clinical AI,2025,0,2.1112905,1.4160676,1,True,gold
298,Algorithmic individual fairness and healthcare: a scoping review,Health & Clinical AI,2024,3,0.5823469,0.8378542,19,True,gold
300,Neural Retrievers are Biased Towards LLM-Generated Content,LLMs & NLP,2024,4,4.228588,3.0003424,26,False,closed
301,Invisible Relevance Bias: Text-Image Retrieval Models Prefer AI-Generated Images,General Fairness & Bias Mitigation,2024,6,4.035079,2.6305275,16,True,gold
302,The ethics of ChatGPT in medicine and healthcare: a systematic review on Large Language Models (LLMs),Health & Clinical AI,2024,0,2.1032634,1.8719225,290,True,gold
303,"Dynamic feedback loops in recommender systems: Analyzing fairness, popularity bias, and user group disparities",Recommender Systems,2026,5,8.954595,1.9811414,0,True,hybrid
304,Mind the Blind Spots: A Focus-Level Evaluation Framework for LLM Reviews,LLMs & NLP,2025,4,4.4204755,3.8661,2,True,gold
305,Measuring the Fairness Gap Between Retrieval and Generation in RAG Systems using a Cognitive Complexity Framework,LLMs & NLP,2025,4,4.757723,2.7317216,2,True,gold
306,Popularity Bias in Recommender Systems: The Search for Fairness in the Long Tail,Recommender Systems,2025,5,8.877119,2.058698,12,True,gold
307,Toward Human-Like Evaluation for Natural Language Generation with Error Analysis,LLMs & NLP,2023,4,4.2830625,3.823245,10,True,gold
309,Understanding the Effect of Model Compression on Social Bias in Large Language Models,LLMs & NLP,2023,2,5.120154,3.5750732,0,True,green
310,"Linguistic and dialectal bias in large language models: a review of evidence, mechanisms,and implications (20182025)",LLMs & NLP,2026,2,5.4937167,3.350593,0,True,hybrid
311,The Quantization Trap: Breaking Linear Scaling Laws in Multi-Hop Reasoning,LLMs & NLP,2026,6,4.591793,1.0351489,0,True,green
312,GNNFairViz: Visual Analysis for Graph Neural Network Fairness,Graph-Based Fairness & Bias Mitigation,2025,7,7.517538,0.7569011,4,False,closed
313,Procedural Fairness in Machine Learning,General Fairness & Bias Mitigation,2026,7,5.330056,-0.18453528,0,True,diamond
314,Beyond Black Boxes: Designing and Testing Agentic AI Systems for Strategy,General Fairness & Bias Mitigation,2026,1,3.1566715,0.041508045,1,False,closed
315,A Non-Parametric Choice Model That Learns How Users Choose Between Recommended Options,Recommender Systems,2025,5,8.866168,1.9055644,0,True,gold
316,Fairness and Bias in Multimodal AI: A Survey,General Fairness & Bias Mitigation,2024,2,5.1174126,2.4627662,3,True,green
317,Towards Fair Graph Neural Networks via Counterfactual and Balance,Graph-Based Fairness & Bias Mitigation,2025,7,7.486326,0.72927016,0,True,gold
318,Fairness Testing of Large Language Models in Role-Playing,LLMs & NLP,2024,2,4.9063115,2.8178556,5,True,green
320,Generative AI and the Foundation Model Era: A Comprehensive Review,LLMs & NLP,2026,6,3.565644,2.1468554,0,True,gold
321,From Detection to Mitigation: Addressing Bias in Deep Learning Models for Chest X-Ray Diagnosis,Health & Clinical AI,2025,6,0.9629456,0.11248146,0,True,gold
322,Popularity bias reduction in multi-criteria recommender systems: the RelPref and PriRelPref approaches,Recommender Systems,2026,5,9.055973,2.1825082,0,True,gold
323,Fairness-in-the-Workflow: How Machine Learning Practitioners at Big Tech Companies Approach Fairness in Recommender Systems,Recommender Systems,2026,5,8.638612,1.3600689,0,True,gold
324,"Bias Is a Math Problem, AI Bias Is a Technical Problem: 10-Year Literature Review of AI/LLM Bias Research Reveals Narrow [Gender-Centric] Conceptions of ‘Bias’, and Academia-Industry Gap",General Fairness & Bias Mitigation,2025,2,4.061837,1.2776852,0,True,bronze
325,Advancing Fairness in Generative AI Through Intrinsic and Extrinsic Bias Evaluation and Mitigation,LLMs & NLP,2025,7,3.5490851,0.52618647,0,True,bronze
326,NLP Needs Diversity outside of ‘Diversity’,LLMs & NLP,2025,2,5.292105,2.6455305,0,True,gold
327,Exploring Social Choice Mechanisms for Recommendation Fairness in SCRUF,Recommender Systems,2023,5,8.6685915,1.402653,1,True,green
328,Dialectal Toxicity Detection: Evaluating LLM-as-a-Judge Consistency Across Language Varieties,LLMs & NLP,2024,4,5.002323,3.704426,1,True,green
329,Cross-Lingual Retrieval Augmented Prompt for Low-Resource Languages,LLMs & NLP,2022,4,4.0232368,3.2674234,1,True,green
330,Beyond Demographics: Evaluating News Recommender Systems Fairness Through Behavioural Communities,Recommender Systems,2025,5,8.419457,1.2020663,1,True,gold
331,Fairness and Diversity in Recommender Systems: A Survey,Recommender Systems,2024,5,8.765565,1.6078509,73,True,bronze
332,Differential Privacy Has Disparate Impact on Model Accuracy,General Fairness & Bias Mitigation,2019,7,5.5418024,0.6008137,77,True,green
333,Exploring gender biases in ML and AI academic research through systematic literature review,General Fairness & Bias Mitigation,2022,1,4.080702,0.77381694,83,True,gold
334,Artificial intelligence in nursing education: A scoping review of intelligent tutoring systems-evidence and implementation gaps,Health & Clinical AI,2026,0,1.238378,1.6524291,0,True,hybrid
335,In Anticipation of Perfect Deepfake: Identity-anchored Artifact-agnostic Detection under Rebalanced Deepfake Detection Protocol,General Fairness & Bias Mitigation,2024,6,3.739341,2.2281055,0,True,green
336,RepMatch: Quantifying Cross-Instance Similarities in Representation Space,General Fairness & Bias Mitigation,2024,6,5.345803,1.4804446,0,True,green
338,Algorithmic fairness and bias mitigation for clinical machine learning with deep reinforcement learning,Health & Clinical AI,2023,3,0.3896773,0.54494935,108,True,hybrid
339,Fairness of artificial intelligence in healthcare: review and recommendations,Health & Clinical AI,2023,3,1.641681,0.64557153,497,True,hybrid
340,Bias in artificial intelligence algorithms and recommendations for mitigation,General Fairness & Bias Mitigation,2023,3,1.2599962,1.0378207,533,True,gold
341,"A Survey of Large Language Models for Healthcare: from Data, Technology, and Applications to Accountability and Ethics",Health & Clinical AI,2023,0,2.2832365,2.175018,28,True,green
342,"“Kelly is a Warm Person, Joseph is a Role Model”: Gender Biases in LLM-Generated Reference Letters",LLMs & NLP,2023,2,5.857395,3.1750627,104,True,gold
343,Comparing scientific abstracts generated by ChatGPT to real abstracts with detectors and blinded human reviewers,LLMs & NLP,2023,4,4.1853256,3.1733332,638,True,gold
344,Personalized Prompt Learning for Explainable Recommendation,Recommender Systems,2023,4,7.7115808,2.2173285,150,False,closed
345,Contrastive Self-supervised Learning in Recommender Systems: A Survey,Recommender Systems,2023,5,7.8063145,2.074335,97,False,closed
346,"ArguGPT: evaluating, understanding and identifying argumentative essays generated by GPT models",LLMs & NLP,2023,4,4.168189,3.7878077,30,True,green
347,Generative Visual Question Answering,LLMs & NLP,2023,6,3.7492592,2.2833335,0,True,green
348,Survey on Machine Learning Biases and Mitigation Techniques,General Fairness & Bias Mitigation,2023,7,5.0027566,0.7326458,62,True,diamond
349,Diversity-Promoting Ensemble for Medical Image Segmentation,Health & Clinical AI,2023,6,1.1297321,0.14025795,22,False,closed
350,Algorithmic fairness in computational medicine,Health & Clinical AI,2022,3,0.2208115,0.78078276,142,True,gold
351,A framework for the automatic description of healthcare processes in natural language: Application in an aortic stenosis integrated care process,Health & Clinical AI,2022,0,2.2642379,2.1355808,14,True,hybrid
352,Are Graph Representation Learning Methods Robust to Graph Sparsity and Asymmetric Node Information?,Graph-Based Fairness & Bias Mitigation,2022,6,7.393093,0.9489306,0,True,green
353,EDITS: Modeling and Mitigating Data Bias for Graph Neural Networks,Graph-Based Fairness & Bias Mitigation,2022,7,7.5671663,0.8584423,118,True,bronze
354,Variational Reasoning about User Preferences for Conversational Recommendation,Recommender Systems,2022,5,8.583888,2.4232457,32,False,closed
355,On the Dangers of Stochastic Parrots,LLMs & NLP,2021,4,4.0352235,3.7641068,5297,True,gold
357,Ethical Machine Learning in Healthcare,Health & Clinical AI,2021,3,0.13343109,0.72859293,465,True,green
358,Underdiagnosis bias of artificial intelligence algorithms applied to chest radiographs in under-served patient populations,Health & Clinical AI,2021,3,1.2545524,0.33175763,745,True,hybrid
359,Addressing bias in big data and AI for health care: A call for open science,Health & Clinical AI,2021,3,1.2282777,0.8703281,772,True,gold
360,Moving beyond “algorithmic bias is a data problem”,General Fairness & Bias Mitigation,2021,1,4.758547,0.8082451,165,True,gold
361,A survey on datasets for fairness-aware machine learning,General Fairness & Bias Mitigation,2021,7,5.2027493,-0.104146026,40,True,hybrid
363,Hidden in Plain Sight — Reconsidering the Use of Race Correction in Clinical Algorithms,Health & Clinical AI,2020,0,0.9521758,1.7245469,1639,True,bronze
364,Ethical limitations of algorithmic fairness solutions in health care machine learning,Health & Clinical AI,2020,3,0.11451048,0.89618444,258,True,gold
365,Model Cards for Model Reporting,General Fairness & Bias Mitigation,2019,6,0.4082309,0.29732528,1605,True,green
366,Dissecting racial bias in an algorithm used to manage the health of populations,Health & Clinical AI,2019,3,0.8773358,1.1119448,5913,True,gold
368,Fairness definitions explained,General Fairness & Bias Mitigation,2018,7,4.783805,-0.9807476,1046,False,closed
369,Word embeddings quantify 100 years of gender and ethnic stereotypes,LLMs & NLP,2018,2,5.6808853,2.6763542,1081,True,green
370,AI can be sexist and racist — it’s time to make it fair,General Fairness & Bias Mitigation,2018,1,4.7014604,0.31093436,745,True,hybrid
371,Ensuring Fairness in Machine Learning to Advance Health Equity,Health & Clinical AI,2018,3,0.3339193,1.0533596,1134,True,green
372,"The accuracy, fairness, and limits of predicting recidivism",General Fairness & Bias Mitigation,2018,7,4.4161744,0.023717195,1009,True,gold
373,Fair Prediction with Disparate Impact: A Study of Bias in Recidivism Prediction Instruments,General Fairness & Bias Mitigation,2017,7,4.3949966,-0.06521147,158,True,bronze
374,Equality of Opportunity in Supervised Learning,General Fairness & Bias Mitigation,2016,7,6.0762777,-0.088790245,1915,True,green
375,Big Data's Disparate Impact,General Fairness & Bias Mitigation,2016,7,4.0499163,-1.1671444,1053,True,green
376,Man is to Computer Programmer as Woman is to Homemaker? Debiasing Word Embeddings,LLMs & NLP,2016,2,5.8067117,2.5899057,1362,True,green
377,Fairness through awareness,General Fairness & Bias Mitigation,2012,7,6.0460644,-0.53398263,3331,False,closed
378,“How Biased are Your Features?”: Computing Fairness Influence Functions with Global Sensitivity Analysis,General Fairness & Bias Mitigation,2023,7,5.802362,-0.019805955,8,True,gold
379,A Critical Survey on Fairness Benefits of Explainable AI,General Fairness & Bias Mitigation,2024,7,4.5369115,-0.8257791,38,True,gold
380,A deep-learning method for the end-to-end prediction of intracranial aneurysm rupture risk,Health & Clinical AI,2023,6,1.2438624,-0.030025458,20,True,gold
381,A Framework for Assurance Audits of Algorithmic Systems,General Fairness & Bias Mitigation,2024,1,2.8626351,-0.6959562,25,True,gold
382,A scientometric analysis of fairness in health AI literature,Health & Clinical AI,2024,3,0.1701919,0.80756694,9,True,gold
383,A scoping review of fair machine learning techniques when using real-world data,General Fairness & Bias Mitigation,2024,3,0.54507506,0.85639846,40,True,hybrid
384,A Theory of Auditability for Allocation and Social Choice Mechanisms,General Fairness & Bias Mitigation,2023,1,5.7058725,-1.1495985,4,False,closed
385,ACROCPoLis: A Descriptive Framework for Making Sense of Fairness,General Fairness & Bias Mitigation,2023,7,4.7997665,-0.8901964,8,True,gold
386,Addressing Bias and Fairness in Machine Learning: A Practical Guide and Hands-on Tutorial,General Fairness & Bias Mitigation,2023,7,4.982851,0.066141486,3,False,closed
387,Advances in decision support for diagnosis and early management of acute leukaemia,Health & Clinical AI,2024,6,4.420271,2.140593,3,True,gold
388,Algorithm Bias and Perceived Fairness: A Comprehensive Scoping Review,General Fairness & Bias Mitigation,2024,7,4.336852,-0.8178305,4,True,gold
389,Algorithmic Pluralism: A Structural Approach To Equal Opportunity,General Fairness & Bias Mitigation,2024,1,4.232336,-1.1967741,12,True,gold
390,Annotating and Detecting Fine-grained Factual Errors for Dialogue Summarization,LLMs & NLP,2023,4,4.0205226,3.4212759,1,True,gold
391,Assessing the potential of GPT-4 to perpetuate racial and gender biases in health care: a model evaluation study,LLMs & NLP,2023,0,1.2721598,1.8485198,427,True,gold
392,Association Between Unmet Nonmedication Needs After Hospital Discharge and Readmission or Death Among Acute Respiratory Failure Survivors: A Multicenter Prospective Cohort Study*,Health & Clinical AI,2023,0,0.8465192,1.3579016,10,False,closed
393,Auditing Cross-Cultural Consistency of Human-Annotated Labels for Recommendation Systems,Recommender Systems,2023,2,7.393502,2.3031156,5,True,green
394,Auditing for Racial Discrimination in the Delivery of Education Ads,General Fairness & Bias Mitigation,2024,1,4.7028112,-1.2674984,9,True,gold
395,Auditing Work: Exploring the New York City algorithmic bias audit regime,General Fairness & Bias Mitigation,2024,1,3.176899,-0.94421476,36,True,gold
396,Bias and Debias in Recommender System: A Survey and Future Directions,Recommender Systems,2022,5,8.976298,2.2897682,603,False,closed
397,Bias Discovery in Machine Learning Models for Mental Health,Health & Clinical AI,2022,3,0.13534984,0.4991569,27,True,gold
398,Bias in machine learning models can be significantly mitigated by careful training: Evidence from neuroimaging studies,General Fairness & Bias Mitigation,2023,3,0.7190148,0.3802005,73,True,hybrid
399,Causal Fairness Analysis: A Causal Toolkit for Fair Machine Learning,General Fairness & Bias Mitigation,2024,7,5.4715657,-0.54668355,23,False,closed
400,Deep Multimodal Data Fusion,General Fairness & Bias Mitigation,2024,6,3.640464,2.1540864,304,True,bronze
401,Disentangling Perceptions of Offensiveness: Cultural and Moral Correlates,General Fairness & Bias Mitigation,2024,1,3.7196455,-1.2424427,7,True,gold
402,"Ethnic Classifications in Algorithmic Fairness: Concepts, Measures and Implications in Practice",General Fairness & Bias Mitigation,2024,7,5.7742934,-0.32766026,4,True,gold
403,Ethnic disparity in diagnosing asymptomatic bacterial vaginosis using machine learning,Health & Clinical AI,2023,3,0.31438863,0.88159096,27,True,gold
405,"Evidence of What, for Whom? The Socially Contested Role of Algorithmic Bias in a Predictive Policing Tool",General Fairness & Bias Mitigation,2024,1,3.7928576,-1.0308188,11,True,gold
406,Fairness and bias correction in machine learning for depression prediction across four study populations,Health & Clinical AI,2024,3,0.09632327,0.59843427,31,True,gold
407,Fairness Feedback Loops: Training on Synthetic Data Amplifies Bias,Health & Clinical AI,2024,7,5.290859,0.84579647,14,True,gold
408,Fairness in AI-Based Mental Health: Clinician Perspectives and Bias Mitigation,General Fairness & Bias Mitigation,2024,3,0.23538998,0.40060422,7,True,bronze
409,Fairness in Graph Machine Learning: Recent Advances and Future Prospectives,Graph-Based Fairness & Bias Mitigation,2023,7,7.5283923,0.7951316,4,False,closed
410,Fairness in Graph Mining: A Survey,Graph-Based Fairness & Bias Mitigation,2023,7,7.524269,0.6102501,124,False,closed
411,Fairness in Reinforcement Learning: A Survey,General Fairness & Bias Mitigation,2024,7,5.650647,-0.9013045,5,True,bronze
412,FairSwiRL: fair semi-supervised classification with representation learning,General Fairness & Bias Mitigation,2023,7,5.899524,0.3891476,3,True,hybrid
413,Find-2-Find: Multitask Learning for Anaphora Resolution and Object Localization,LLMs & NLP,2023,6,3.802259,2.2871952,0,True,gold
414,Framework for bias evaluation in large language models in healthcare settings,LLMs & NLP,2025,0,1.839965,1.5566363,25,True,gold
416,General then Personal: Decoupling and Pre-training for Personalized Headline Generation,LLMs & NLP,2023,4,4.214893,3.2637029,4,True,diamond
417,Global Health Informatics: the state of research and lessons learned,Health & Clinical AI,2023,0,1.6823925,1.4665524,6,True,bronze
418,Group Fairness via Group Consensus,General Fairness & Bias Mitigation,2024,7,5.566665,0.54879177,6,True,gold
419,GumbelSoft: Diversified Language Model Watermarking via the GumbelMax-trick,LLMs & NLP,2024,4,4.198002,3.2050328,6,True,gold
420,Impact on bias mitigation algorithms to variations in inferred sensitive attribute uncertainty,General Fairness & Bias Mitigation,2025,7,5.3324366,0.19323048,1,True,gold
421,Incorporating Attribution Importance for Improving Faithfulness Metrics,General Fairness & Bias Mitigation,2023,4,4.2667627,3.4474845,4,True,gold
422,Intersectional Stereotypes in Large Language Models: Dataset and Analysis,LLMs & NLP,2023,2,5.638661,3.4974275,4,True,gold
423,Language or rating scales based classifications of emotions: computational analysis of language and alexithymia,LLMs & NLP,2024,0,1.8151509,2.39644,4,True,diamond
424,Large Language Models are not Fair Evaluators,LLMs & NLP,2024,4,4.331025,3.8990717,67,True,gold
425,LLatrieval: LLM-Verified Retrieval for Verifiable Generation,LLMs & NLP,2024,4,4.3711095,3.884831,15,True,gold
426,Patient-centricity in digital measure development: co-evolution of best practice and regulatory guidance,Health & Clinical AI,2024,0,1.5563625,1.6890914,9,True,gold
427,PEEB: Part-based Image Classifiers with an Explainable and Editable Language Bottleneck,General Fairness & Bias Mitigation,2024,6,3.7414775,2.7123961,2,True,gold
428,Retrieving Relevant Context to Align Representations for Cross-lingual Event Detection,LLMs & NLP,2023,6,3.958371,2.9552553,6,True,gold
429,SAF: Stakeholders’ Agreement on Fairness in the Practice of Machine Learning Development,General Fairness & Bias Mitigation,2023,7,4.691346,0.068265125,3,True,hybrid
430,Should Fairness be a Metric or a Model? A Model-based Framework for Assessing Bias in Machine Learning Pipelines,General Fairness & Bias Mitigation,2024,7,5.855684,0.88723516,27,False,closed
431,SKD-NER: Continual Named Entity Recognition via Span-based Knowledge Distillation with Reinforcement Learning,LLMs & NLP,2023,6,3.0700006,2.4867232,10,True,gold
432,Sociodemographic bias in clinical machine learning models: a scoping review of algorithmic bias instances and mechanisms,Health & Clinical AI,2024,3,0.6369062,1.4754109,21,True,hybrid
433,Systematic literature review on bias mitigation in generative AI,LLMs & NLP,2025,1,3.807452,0.6665594,22,True,hybrid
434,The Conflict Between Algorithmic Fairness and Non-Discrimination: An Analysis of Fair Automated Hiring,General Fairness & Bias Mitigation,2024,7,4.3211265,-0.38303486,3,True,gold
435,The limits of fair medical imaging AI in real-world generalization,Health & Clinical AI,2024,3,1.3182184,0.29427254,198,True,hybrid
436,The Neutrality Fallacy: When Algorithmic Fairness Interventions are (Not) Positive Action,General Fairness & Bias Mitigation,2024,7,4.5815263,-0.7210915,6,True,gold
437,Toward fairness in artificial intelligence for medical image analysis: identification and mitigation of potential biases in the roadmap from data collection to model deployment,Health & Clinical AI,2023,3,1.4082648,0.5246265,125,True,hybrid
438,Towards Fair Graph Neural Networks via Graph Counterfactual,Graph-Based Fairness & Bias Mitigation,2023,7,7.5634813,0.693571,20,True,green
439,Using the electronic health record to provide audit and feedback in medical student clerkships,Health & Clinical AI,2024,0,1.7342516,1.7113369,0,True,gold
440,Certification Labels for Trustworthy AI: Insights From an Empirical Mixed-Method Study,General Fairness & Bias Mitigation,2023,1,2.8265254,-0.7800859,40,True,gold
441,On the Impact of Explanations on Understanding of Algorithmic Decision-Making,General Fairness & Bias Mitigation,2023,1,3.1276238,-0.25232863,11,True,gold
442,Towards a Science of Human-AI Decision Making: An Overview of Design Space in Empirical Human-Subject Studies,General Fairness & Bias Mitigation,2023,1,3.2925782,0.014157112,152,False,closed
443,Machine Explanations and Human Understanding,General Fairness & Bias Mitigation,2023,1,3.1501918,-0.2374879,14,False,closed
444,"Humans, AI, and Context: Understanding End-Users’ Trust in a Real-World Computer Vision Application",General Fairness & Bias Mitigation,2023,1,2.7245588,-0.888643,35,True,gold
445,The Possibility of Fairness: Revisiting the Impossibility Theorem in Practice,General Fairness & Bias Mitigation,2023,7,5.8407407,-0.6776685,19,True,gold
446,Maximal fairness,General Fairness & Bias Mitigation,2023,7,5.72685,-0.90862787,3,True,gold
447,Enhancing AI fairness through impact assessment in the European Union: a legal and computer science perspective,General Fairness & Bias Mitigation,2023,1,2.7246287,-0.345412,23,False,closed
448,Help or Hinder? Evaluating the Impact of Fairness Metrics and Algorithms in Visualizations for Consensus Ranking,General Fairness & Bias Mitigation,2023,5,8.579401,1.3105567,4,True,green
449,Simplicity Bias Leads to Amplified Performance Disparities,General Fairness & Bias Mitigation,2023,6,5.5591884,1.1996244,3,True,gold
450,A Sociotechnical Audit: Assessing Police Use of Facial Recognition,General Fairness & Bias Mitigation,2023,1,3.2385843,-0.95407724,20,True,gold
451,Which Stereotypes Are Moderated and Under-Moderated in Search Engine Autocompletion?,LLMs & NLP,2023,0,5.5227914,2.5388734,10,True,gold
452,AI Regulation Is (not) All You Need,General Fairness & Bias Mitigation,2023,1,2.8190854,-0.5275539,35,False,closed
453,Examining risks of racial biases in NLP tools for child protective services,LLMs & NLP,2023,2,5.66449,2.3901021,15,True,gold
454,Interrogating the T in FAccT,General Fairness & Bias Mitigation,2023,1,4.9543467,-0.8347033,15,True,gold
455,Representation in AI Evaluations,General Fairness & Bias Mitigation,2023,1,3.7393746,0.1626012,15,True,gold
456,A Systematic Review of Ethics Disclosures in Predictive Mental Health Research,Health & Clinical AI,2023,0,2.666548,0.73351526,15,False,closed
457,"WEIRD FAccTs: How Western, Educated, Industrialized, Rich, and Democratic is FAccT?",General Fairness & Bias Mitigation,2023,1,4.1830034,1.234312,46,True,green
458,Diagnosing AI Explanation Methods with Folk Concepts of Behavior,General Fairness & Bias Mitigation,2023,1,3.1219587,-0.2337978,0,True,gold
459,How to Explain and Justify Almost Any Decision: Potential Pitfalls for Accountability in AI Decision-Making,General Fairness & Bias Mitigation,2023,1,3.2203763,-0.70903975,8,False,closed
460,"Explainable AI is Dead, Long Live Explainable AI!",General Fairness & Bias Mitigation,2023,1,3.098009,-0.20654352,136,False,closed
461,"Explainability in AI Policies: A Critical Review of Communications, Reports, Regulations, and Standards in the EU, US, and UK",General Fairness & Bias Mitigation,2023,1,2.8571916,-0.4199935,58,True,gold
462,An Empirical Analysis of Racial Categories in the Algorithmic Fairness Literature,General Fairness & Bias Mitigation,2023,7,4.1129336,-1.2209762,15,True,green
463,How Redundant are Redundant Encodings? Blindness in the Wild and Racial Disparity when Race is Unobserved,General Fairness & Bias Mitigation,2023,3,0.19994749,1.0651242,9,True,gold
464,Bias as Boundary Object: Unpacking The Politics Of An Austerity Algorithm Using Bias Frameworks,General Fairness & Bias Mitigation,2023,1,4.2318387,0.6296969,4,False,closed
465,Skin Deep: Investigating Subjectivity in Skin Tone Annotations for Computer Vision Benchmark Datasets,General Fairness & Bias Mitigation,2023,0,1.6662127,-0.5228968,15,True,green
466,"Attitudes Toward Facial Analysis AI: A Cross-National Study Comparing Argentina, Kenya, Japan, and the USA",General Fairness & Bias Mitigation,2024,1,3.0522573,-0.49277514,9,True,gold
467,Learning Fairness from Demonstrations via Inverse Reinforcement Learning,General Fairness & Bias Mitigation,2024,7,5.660351,-0.75611734,1,True,gold
468,Meaningful Transparency for Clinicians: Operationalising HCXAI Research with Gynaecologists,Health & Clinical AI,2024,0,1.9650508,1.2652196,6,True,gold
469,Black-Box Access is Insufficient for Rigorous AI Audits,General Fairness & Bias Mitigation,2024,1,3.0214298,-0.800684,52,True,gold
470,A Framework for Exploring the Consequences of AI-Mediated Enterprise Knowledge Access and Identifying Risks to Workers,General Fairness & Bias Mitigation,2024,1,3.1205602,0.73644817,8,True,gold
