SN,Paper Title,DOI,Domain,Year,umap_x,umap_y,umap_x_minilm,umap_y_minilm,umap_x_mpnet,umap_y_mpnet,umap_x_specter,umap_y_specter,cited_by_count,is_oa,oa_status,oa_url
175,Long-term Dynamics of Fairness Intervention in Connection Recommender Systems,https://doi.org/10.1145/3514094.3534173,Recommender Systems,2022,10.8527355,5.748258,4.8518724,3.0670438,10.8527355,5.748258,-1.2615052,7.4333386,13,True,gold,https://dl.acm.org/doi/pdf/10.1145/3514094.3534173
176,Enhancing Data Diversity and Traceability to Mitigate Bias in Healthcare AI: A Blockchain-Driven Approach,https://doi.org/10.1145/3632634.3655881,Health & Clinical AI,2024,5.3489914,0.575668,10.4233885,7.9440947,5.3489914,0.575668,5.5867105,5.5084963,2,True,gold,https://dl.acm.org/doi/pdf/10.1145/3632634.3655881
177,Addressing Bias and Ensuring Fairness in AI Systems for Healthcare,https://doi.org/10.1145/3774816.3774817,Health & Clinical AI,2025,5.399058,0.6560695,10.464162,8.32554,5.399058,0.6560695,6.111107,5.3717566,1,True,gold,https://doi.org/10.1145/3774816.3774817
178,Inherent Bias in Electronic Health Records: A Scoping Review of Sources of Bias,https://doi.org/10.1145/3757924,Health & Clinical AI,2025,5.476359,1.0067047,10.2964325,7.7600513,5.476359,1.0067047,5.6171513,5.424649,8,False,closed,
179,"An Agentic Framework for Compliant, Ethical and Trustworthy GenAI Applications in Healthcare",https://doi.org/10.1145/3727166.3727191,Health & Clinical AI,2025,4.931853,1.2811856,10.190828,7.541091,4.931853,1.2811856,5.875231,5.6580815,3,True,gold,https://dl.acm.org/doi/pdf/10.1145/3727166.3727191
180,Fair Foundation Models for Medical Image Analysis: Challenges and Perspectives,https://doi.org/10.1145/3793542,Health & Clinical AI,2026,5.3760324,0.6171588,10.614998,7.987324,5.3760324,0.6171588,6.323749,5.517804,2,False,closed,
181,Towards Bias-Free Teledermatology: A Mobile-Optimized Framework Fusing Causal AI and Federated Learning,https://doi.org/10.1145/3783862.3783900,Health & Clinical AI,2025,2.6465971,5.68115,8.970631,3.4643598,2.6465971,5.68115,2.7646954,7.8887258,0,False,closed,
182,JustEva: A Toolkit to Evaluate LLM Fairness in Legal Knowledge Inference,https://doi.org/10.1145/3746252.3761491,LLMs & NLP,2025,2.394452,5.9209433,8.894224,3.769695,2.394452,5.9209433,1.7008717,8.843028,0,True,gold,https://doi.org/10.1145/3746252.3761491
183,Investigating Perception of Gender Stereotypes in Large Language Models: A Computational Grounded Theory Approach,https://doi.org/10.1145/3737882,LLMs & NLP,2025,2.574173,5.314884,9.224136,4.273619,2.574173,5.314884,2.4447181,7.600317,1,False,closed,
184,Indian-BhED: A Dataset for Measuring India-Centric Biases in Large Language Models,https://doi.org/10.1145/3677525.3678666,LLMs & NLP,2024,2.6687257,5.323336,9.444635,4.2579374,2.6687257,5.323336,2.2137797,7.805203,11,False,closed,
185,Unmasking Bias in Financial AI: A Robust Framework for Evaluating and Mitigating Hidden Biases in LLMs,https://doi.org/10.1145/3768292.3770355,LLMs & NLP,2025,2.522309,6.155985,9.205805,3.16866,2.522309,6.155985,2.4905474,9.262969,1,False,closed,
186,Fairness of Large Language Models in Education,https://doi.org/10.1145/3687311.3687404,LLMs & NLP,2024,2.6441255,5.805972,8.980349,3.5349445,2.6441255,5.805972,2.6323965,8.701448,6,False,closed,
187,EVENS: Equality versus Equity Notion Spectrum of LLMs,https://doi.org/10.1145/3769126.3769262,LLMs & NLP,2025,5.6226683,5.1184425,7.214389,7.061108,5.6226683,5.1184425,2.181822,7.5933785,0,True,gold,https://doi.org/10.1145/3769126.3769262
188,The Root Shapes the Fruit: On the Persistence of Gender-Exclusive Harms in Aligned Language Models,https://doi.org/10.1145/3715275.3732196,LLMs & NLP,2025,2.1729803,5.5159583,9.774065,3.9612586,2.1729803,5.5159583,2.1574204,7.6134624,4,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732196
189,Addressing algorithmic bias and the perpetuation of health inequities: An AI bias aware framework,https://doi.org/10.1016/j.hlpt.2022.100702,Health & Clinical AI,2022,10.63679,5.709579,4.871565,3.0924592,10.63679,5.709579,-1.3919456,7.298362,148,False,closed,
190,Mitigating algorithmic bias in credit scoring support systems through adversarial learning,https://doi.org/10.1016/j.dss.2026.114653,General Fairness & Bias Mitigation,2026,10.184383,6.2853394,5.555103,3.6790576,10.184383,6.2853394,4.107973,3.7409496,0,False,closed,
191,Algorithmic bias and transparency in artificial intelligence tools for nursing education: A scoping review,https://doi.org/10.1016/j.nepr.2026.104756,Health & Clinical AI,2026,6.8316164,5.251866,6.283304,7.138599,6.8316164,5.251866,2.3696754,2.9683733,0,False,closed,
192,Implications of algorithmic bias in AI-driven emergency response systems,https://doi.org/10.1016/j.ject.2025.05.003,General Fairness & Bias Mitigation,2025,5.496227,0.67263573,10.437165,8.172773,5.496227,0.67263573,6.024991,5.225506,0,True,diamond,https://doi.org/10.1016/j.ject.2025.05.003
193,The Butterfly Effect in artificial intelligence systems: Implications for AI bias and fairness,https://doi.org/10.1016/j.mlwa.2024.100525,General Fairness & Bias Mitigation,2024,5.7755065,5.2643104,7.1029806,6.4554563,5.7755065,5.2643104,2.6447241,5.227709,93,True,gold,https://doi.org/10.1016/j.mlwa.2024.100525
194,Algorithmic bias: Social science research integration through the 3-D Dependable AI Framework,https://doi.org/10.1016/j.copsyc.2024.101836,General Fairness & Bias Mitigation,2024,5.2525787,4.478877,7.8563323,7.327623,5.2525787,4.478877,2.7437098,5.5358214,15,True,hybrid,https://doi.org/10.1016/j.copsyc.2024.101836
195,EXplainable Artificial Intelligence (XAI) for facilitating recognition of algorithmic bias: An experiment from imposed users' perspectives,https://doi.org/10.1016/j.tele.2024.102135,General Fairness & Bias Mitigation,2024,6.4506364,4.991957,6.4210057,7.1094103,6.4506364,4.991957,2.3461587,3.9763563,31,False,closed,
196,Towards early detection of algorithmic bias from dataset's bias symptoms: An empirical study,https://doi.org/10.1016/j.infsof.2025.107905,General Fairness & Bias Mitigation,2025,6.010047,5.4496927,6.8713856,6.3730254,6.010047,5.4496927,2.3563206,4.4083815,1,True,hybrid,https://doi.org/10.1016/j.infsof.2025.107905
197,Human-Centric AI to Mitigate AI Biases,https://doi.org/10.4018/JGIM.331755,General Fairness & Bias Mitigation,2023,5.2741265,3.2185907,8.858599,7.2219934,5.2741265,3.2185907,2.8731809,5.476837,32,True,diamond,https://www.igi-global.com/ViewTitle.aspx?TitleId=331755&isxn=9798369300541
198,"Teaching AI awareness in middle school classrooms: Design, implementation and evaluation of two education modules on algorithmic bias and filter bubbles",https://doi.org/10.1016/j.caeai.2025.100425,General Fairness & Bias Mitigation,2025,5.1839995,3.9398825,8.000548,7.1813126,5.1839995,3.9398825,3.2332058,6.2229805,3,True,gold,https://doi.org/10.1016/j.caeai.2025.100425
199,Fairness in precision medicine: Evaluating algorithmic bias in length of stay and readmission for asthma in the All of Us Research Program,https://doi.org/10.1016/j.jaci.2024.12.921,Health & Clinical AI,2025,2.0351024,5.7728596,9.927281,4.0417013,2.0351024,5.7728596,2.5028353,8.127543,0,True,bronze,https://www.jacionline.org/article/S0091-6749(24)02208-5/pdf
200,Understanding AI bias in clinical practice,https://doi.org/10.1016/j.hrthm.2024.08.004,Health & Clinical AI,2024,6.1193337,0.9481386,9.699779,8.227252,6.1193337,0.9481386,6.538509,4.1879277,4,True,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC12268356/pdf/nihms-2018968.pdf
201,Evaluating Algorithmic Bias in 30-Day Hospital Readmission Models: Retrospective Analysis,https://doi.org/10.2196/47125,Health & Clinical AI,2024,6.0014577,0.7291763,10.393131,8.573855,6.0014577,0.7291763,6.3321805,4.976104,6,True,gold,https://doi.org/10.2196/47125
202,Multidisciplinary considerations of fairness in medical AI: A scoping review,https://doi.org/10.1016/j.ijmedinf.2023.105175,Health & Clinical AI,2023,5.516632,4.486854,7.846878,7.3553987,5.516632,4.486854,3.6554062,4.7281857,22,False,closed,
203,Rethinking fairness in unsupervised healthcare AI: A methodological scoping review,https://doi.org/10.1016/j.jbi.2026.105040,Health & Clinical AI,2026,5.8091125,0.55791533,10.45289,8.727019,5.8091125,0.55791533,6.2536106,4.8882227,0,True,hybrid,https://doi.org/10.1016/j.jbi.2026.105040
204,Ontology-grounded knowledge graphs for mitigating hallucinations in large language models for clinical question answering,https://doi.org/10.1016/j.jbi.2026.104993,Graph-Based Fairness & Bias Mitigation,2026,10.337107,6.380995,5.443938,2.8894646,10.337107,6.380995,-1.7341102,8.304923,2,False,closed,
205,Toward fair medical advice: Addressing and mitigating bias in large language model-based healthcare applications,https://doi.org/10.1016/j.artmed.2025.103216,Health & Clinical AI,2025,4.2214456,1.6387835,10.757433,6.3580627,4.2214456,1.6387835,3.2847884,8.721747,2,True,hybrid,https://doi.org/10.1016/j.artmed.2025.103216
206,Meta-Fair: AI-assisted fairness testing of large language models,https://doi.org/10.1016/j.infsof.2026.108075,LLMs & NLP,2026,2.8006976,6.1232495,8.972536,3.4283175,2.8006976,6.1232495,2.2992585,6.247691,1,True,hybrid,https://doi.org/10.1016/j.infsof.2026.108075
207,A resource-efficient framework for cultural alignment in large language models (LLMs): The Chinese context,https://doi.org/10.1016/j.daai.2026.100063,LLMs & NLP,2026,2.8267765,5.3692136,9.013091,4.291791,2.8267765,5.3692136,2.356619,8.470908,0,True,hybrid,https://doi.org/10.1016/j.daai.2026.100063
208,"Diagnosing the bias iceberg in large language models: A three-level framework of explicit, evaluative, and implicit gender bias",https://doi.org/10.1016/j.ipm.2025.104554,LLMs & NLP,2025,2.4457908,5.360708,9.575569,4.087067,2.4457908,5.360708,2.0585196,8.065699,4,True,hybrid,https://doi.org/10.1016/j.ipm.2025.104554
209,Fine-tuning large language models in federated learning with fairness-aware prompt selection,https://doi.org/10.1016/j.neunet.2025.108160,LLMs & NLP,2025,6.44895,6.70258,9.824335,6.90707,6.44895,6.70258,1.1840463,2.4065406,1,False,closed,
210,Fairness and social bias quantification in Large Language Models for sentiment analysis,https://doi.org/10.1016/j.knosys.2025.113569,LLMs & NLP,2025,2.3171527,5.75719,9.396509,3.7904031,2.3171527,5.75719,2.1154196,8.481377,9,True,hybrid,https://doi.org/10.1016/j.knosys.2025.113569
211,"Implicit Gender, Racial, and Ethnic Biases in Large Language Models: An Audit Study of Automated Psychiatric Diagnoses",https://doi.org/10.1016/j.mcpdig.2026.100344,LLMs & NLP,2026,4.2298517,1.6148883,10.719202,6.4724135,4.2298517,1.6148883,3.187559,8.210166,0,True,diamond,https://www.mcpdigitalhealth.org/article/S2949-7612(26)00010-6/pdf
212,Consistent focus: Mitigating permutation bias in large language models through attention weight averaging,https://doi.org/10.1016/j.eswa.2025.128726,LLMs & NLP,2025,6.383107,5.8711925,5.819167,6.2819276,6.383107,5.8711925,1.2658197,4.169246,0,False,closed,
213,LIBRA: Measuring Bias of Large Language Model from a Local Context,https://doi.org/10.1007/978-3-031-88708-6_1,LLMs & NLP,2025,5.012759,0.94068474,10.225171,8.249659,5.012759,0.94068474,6.3513103,5.8162766,7,True,green,https://hdl.handle.net/2292/73682
214,PureBiasoMeter: Decoupling Popularity Bias from User Fairness in LLM-Based Recommender Systems,https://doi.org/10.1007/978-3-032-13342-7_14,Recommender Systems,2026,2.4985988,5.63073,9.311444,3.7489407,2.4985988,5.63073,2.3905609,8.690201,0,False,closed,
215,Bias Mitigation and Shifting Ideologies of LLM by Prompting,https://doi.org/10.1007/978-3-031-94171-9_41,LLMs & NLP,2025,2.571389,5.8517714,9.346491,3.1208239,2.571389,5.8517714,2.406372,6.7627964,0,False,closed,
216,"Detection, Classification, and Mitigation of Gender Bias in Large Language Models",https://doi.org/10.1007/978-981-95-3352-7_42,LLMs & NLP,2025,5.500827,0.09898561,9.980836,7.1049175,5.500827,0.09898561,7.112603,5.542244,2,False,closed,
217,ReFaRAG: Re-ranking for Bias Mitigation in Retrieval-Augmented Generation,https://doi.org/10.1007/978-3-032-05727-3_42,LLMs & NLP,2025,5.631682,0.94628674,10.228147,8.324708,5.631682,0.94628674,6.1814756,4.923206,0,False,closed,
218,Anchorlogy: An Ontology for Anchoring Bias Detection in Forecasting,https://doi.org/10.1007/978-3-031-94569-4_16,Graph-Based Fairness & Bias Mitigation,2025,6.630466,5.5477552,6.61242,6.3622794,6.630466,5.5477552,2.4309635,3.3778963,0,True,green,https://research.utwente.nl/en/publications/56ffbbec-a1b8-4ee9-aff5-aa052e53e2d0
219,Understanding and Mitigating Bias in Artificial Intelligence Systems: An Ontological Perspective,https://doi.org/10.1007/978-3-032-12990-1_41,Graph-Based Fairness & Bias Mitigation,2026,5.1412907,1.4724606,10.4180565,7.749415,5.1412907,1.4724606,5.304839,5.968722,0,False,closed,
220,Exploring Equity: Integrating Knowledge Graphs in Fairness Testing Methodologies,https://doi.org/10.1007/978-3-031-85856-7_11,Graph-Based Fairness & Bias Mitigation,2025,5.7083244,3.827381,7.778152,7.3249607,5.7083244,3.827381,3.1585894,4.7892895,0,False,closed,
221,"Fairness and Biases in Healthcare AI: A Review of Definitions, Metrics, and Mitigation Strategies",https://doi.org/10.1007/978-3-032-18716-1_28,Health & Clinical AI,2026,5.330252,0.8699575,10.223618,8.2236395,5.330252,0.8699575,5.938591,5.584136,0,False,closed,
222,Balancing Fairness and Performance in Healthcare AI: A Gradient Reconciliation Approach,https://doi.org/10.1007/978-3-031-95838-0_47,Health & Clinical AI,2025,4.247181,1.6458217,10.680657,6.648037,4.247181,1.6458217,3.3430536,8.754676,1,False,closed,
223,A Practical Framework for Auditing Fairness in Medical AI,https://doi.org/10.1007/978-3-032-10489-2_23,Health & Clinical AI,2025,6.3618107,6.7789235,9.818819,6.856587,6.3618107,6.7789235,2.6680775,9.333165,0,False,closed,
224,Health Care for All: Combating Bias in Generative AI for Fair Medical Outcomes,https://doi.org/10.1007/978-3-031-96518-0_2,Health & Clinical AI,2025,2.6500628,6.407151,9.25755,3.0791094,2.6500628,6.407151,2.5936208,9.396791,0,False,closed,
225,"A Comprehensive Survey on Bias and Fairness in Generative AI: Legal, Ethical, and Technical Responses",https://doi.org/10.1007/978-981-96-7273-8_22,General Fairness & Bias Mitigation,2025,10.924897,5.9146237,5.1991515,2.5379379,10.924897,5.9146237,-1.3230164,8.10351,0,False,closed,
226,FAIR-MED: Bias Detection and Fairness Evaluation in Healthcare Focused XAI,https://doi.org/10.1007/978-3-032-08317-3_18,Health & Clinical AI,2025,5.7336435,0.46584308,10.508647,8.614807,5.7336435,0.46584308,6.3886347,5.140535,1,True,hybrid,https://link.springer.com/content/pdf/10.1007/978-3-032-08317-3_18.pdf
227,From Ethical Declarations to Provable Independence: An Ontology-Driven Optimal-Transport Framework for Certifiably Fair AI Systems,https://doi.org/10.48550/arXiv.2510.08086,Graph-Based Fairness & Bias Mitigation,2025,6.1437297,5.1230874,7.104641,6.734526,6.1437297,5.1230874,3.755177,4.927839,0,True,green,https://arxiv.org/pdf/2510.08086
228,Fairness-aware Cross-Domain Recommendation,https://doi.org/10.1007/978-981-97-5555-4_19,Recommender Systems,2025,3.370357,5.3069386,8.845561,3.905029,3.370357,5.3069386,0.95525736,8.297359,2,False,closed,
229,Fairness Through Domain Awareness: Mitigating Popularity Bias for Music Discovery,https://doi.org/10.1007/978-3-031-56066-8_27,Recommender Systems,2024,2.0323458,5.8623,9.789606,3.775183,2.0323458,5.8623,2.2914026,7.9808617,2,False,closed,
230,"OKRA: An Explainable, Heterogeneous, Multi-stakeholder Job Recommender System",https://doi.org/10.1007/978-3-031-88711-6_22,Recommender Systems,2025,2.8719141,6.283932,8.530438,3.2605743,2.8719141,6.283932,1.9342325,9.300223,2,True,green,https://cris.maastrichtuniversity.nl/en/publications/aa2a0f01-5c8b-46a7-a6b2-fe778da3ef08
231,Item Popularity Attention for Mitigating Popularity Bias in Sequential Recommendation,https://doi.org/10.1007/978-981-95-4100-3_28,Recommender Systems,2025,5.5547285,4.667001,7.6956916,7.180349,5.5547285,4.667001,2.754428,5.4034014,0,False,closed,
232,Mitigating Popularity Bias for Multi-view Group Recommendation,https://doi.org/10.1007/978-981-96-6963-9_21,Recommender Systems,2025,6.0812545,5.458488,6.5594034,6.3654838,6.0812545,5.458488,2.3100252,3.6009486,0,False,closed,
233,EqStruct-GNN: toward fair recommendation via debiased graph structure learning,https://doi.org/10.1108/IJICC-07-2025-0392,Recommender Systems,2025,10.019665,6.2161627,5.5655904,3.8277624,10.019665,6.2161627,-2.3685613,7.0003023,0,False,closed,
234,The Impact of Popularity Bias and Perceived Fairness on Intention to Use Recommender System in Indonesian E-Commerce,https://doi.org/10.1109/IT67293.2026.11435608,Recommender Systems,2026,10.885313,5.8779488,5.0100517,2.263955,10.885313,5.8779488,-1.2631232,7.798983,0,False,closed,
235,Fairness Aware Regularization on a Learning-to-Rank Recommender System for Controlling Popularity Bias in E-Commerce Domain,https://doi.org/10.1109/ICITSI.2018.8696023,Recommender Systems,2018,10.970872,6.35813,5.0559144,2.2533278,10.970872,6.35813,-1.7827389,7.6864653,12,False,closed,
236,A Dual-Adversarial Learning Framework with Explicit Constraints for Two-Sided Fairness in Recommendation System,https://doi.org/10.1515/opis-2025-0043,Recommender Systems,2026,10.473837,6.2799635,5.3001695,2.9734912,10.473837,6.2799635,-2.276165,7.7263284,0,True,diamond,https://www.degruyterbrill.com/document/doi/10.1515/opis-2025-0043/pdf
237,A scoping review and evidence gap analysis of clinical AI fairness,https://doi.org/10.1038/s41746-025-01667-2,Health & Clinical AI,2025,5.6294365,0.7775379,10.4645405,8.089572,5.6294365,0.7775379,5.8434634,5.5159783,29,True,gold,https://www.nature.com/articles/s41746-025-01667-2.pdf
238,Advancing Fairness in Clinical AI Decision-Making through a Sociotechnical Threshold Bias Audit,https://doi.org/10.5220/0014304300004070,Health & Clinical AI,2026,5.786545,0.6161808,10.450927,8.622106,5.786545,0.6161808,6.2105813,5.1131287,0,False,closed,
239,Biased AI: A Case for Positive Bias in Healthcare AI,https://doi.org/10.3233/SHTI250912,Health & Clinical AI,2025,5.515538,0.70548856,10.532883,8.170915,5.515538,0.70548856,6.0378885,5.567841,1,True,hybrid,https://doi.org/10.3233/shti250912
240,"Governing Healthcare AI in the Real World: How Fairness, Transparency, and Human Oversight Can Coexist",https://doi.org/10.3390/sci8020036,Health & Clinical AI,2026,5.0161448,1.2309269,10.239635,7.442863,5.0161448,1.2309269,5.5894933,5.622275,3,True,gold,https://www.mdpi.com/2413-4155/8/2/36/pdf?version=1770382150
241,Mitigating Data Bias in Healthcare AI with Self-Supervised Standardization,https://doi.org/10.1109/JBHI.2025.3588196,Health & Clinical AI,2025,5.0704465,0.38867882,10.889717,7.974793,5.0704465,0.38867882,6.8020864,5.386549,1,False,closed,
242,Empirical Study of Social Bias in Medical Question Answering via Large Language Models,https://doi.org/10.1007/978-3-032-00652-3_1,LLMs & NLP,2025,5.498908,0.2941997,10.78022,8.400359,5.498908,0.2941997,6.120267,5.336499,0,False,closed,
243,BiasFreeBench: a Benchmark for Mitigating Bias in Large Language Model Responses,https://doi.org/10.48550/arXiv.2510.00232,LLMs & NLP,2025,2.6273158,6.3102446,9.334668,3.0701265,2.6273158,6.3102446,2.1448584,9.353123,0,True,green,https://arxiv.org/pdf/2510.00232
244,Ethical perspectives on deployment of large language model agents in biomedicine: a survey,https://doi.org/10.1007/s43681-025-00847-w,LLMs & NLP,2025,3.468573,4.632052,10.282621,6.8286266,3.468573,4.632052,2.5927296,6.987249,0,True,hybrid,https://link.springer.com/content/pdf/10.1007/s43681-025-00847-w.pdf
245,Algorithmic Bias from the Perspectives of Healthcare Professionals,https://doi.org/10.5220/0013076500003911,Health & Clinical AI,2025,5.241611,1.0814723,10.444431,7.9051824,5.241611,1.0814723,5.968347,5.6533494,1,True,gold,https://doi.org/10.5220/0013076500003911
246,Mitigating Nonlinear Algorithmic Bias in Binary Classification,https://doi.org/10.1109/CAI59869.2024.00168,General Fairness & Bias Mitigation,2024,7.130571,5.5832767,7.00025,6.203844,7.130571,5.5832767,2.3122063,3.739201,2,True,green,https://figshare.com/articles/conference_contribution/Mitigating_Nonlinear_Algorithmic_Bias_in_Binary_Classification/26112634
247,Fairness Testing: Review of the Relevance and Methodologies of Ensuring Software Fairness,https://doi.org/10.1007/978-3-032-08977-9_48,General Fairness & Bias Mitigation,2026,5.361025,0.61285424,10.287314,8.075988,5.361025,0.61285424,5.117369,5.3766284,0,False,closed,
248,Aggregating Concepts of Fairness and Accuracy in Prediction Algorithms,https://doi.org/10.1145/3715275.3732031,General Fairness & Bias Mitigation,2025,6.977786,5.331472,5.6726394,6.855293,6.977786,5.331472,2.00923,2.5502613,0,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732031
249,From AI Bias to AI by Us: A Case Study from MIT Critical Data,https://doi.org/10.1007/978-3-032-07830-8_17,Health & Clinical AI,2026,4.9717345,4.9183793,8.197093,6.4931045,4.9717345,4.9183793,1.601317,5.8588543,0,False,closed,
250,Mitigating Algorithmic Bias in Multiclass CNN Classifications Using Causal Modeling,https://doi.org/10.1109/IJCNN64981.2025.11228165,General Fairness & Bias Mitigation,2025,5.226884,5.850009,7.150121,5.745891,5.226884,5.850009,1.2411473,4.3655896,1,False,closed,
251,Post-processing methods for mitigating algorithmic bias in healthcare classification models: An extended umbrella review,https://doi.org/10.1186/s44247-025-00166-4,Health & Clinical AI,2025,5.6614585,0.88914096,10.393021,8.356695,5.6614585,0.88914096,6.3861547,4.7534003,3,True,diamond,https://bmcdigitalhealth.biomedcentral.com/counter/pdf/10.1186/s44247-025-00166-4
252,"Whither bias goes, I will go: An integrative, systematic review of algorithmic bias mitigation",https://doi.org/10.1037/apl0001255,General Fairness & Bias Mitigation,2024,6.2728567,4.4862933,6.7761397,7.1752043,6.2728567,4.4862933,4.112222,3.5552077,16,True,green,https://arxiv.org/pdf/2410.19003
253,Detecting and Mitigating Algorithmic Bias in Automated Hiring Systems Using Fairness Constraints,https://doi.org/10.1109/MoSICom67153.2025.11398221,General Fairness & Bias Mitigation,2025,6.3558855,4.505806,6.7591043,7.235169,6.3558855,4.505806,4.0659285,3.6656754,0,False,closed,
254,Public Perceptions of Algorithmic Bias and Fairness in Cloud-Based Decision Systems,https://doi.org/10.3390/standards6010002,General Fairness & Bias Mitigation,2025,5.6331596,4.3053803,7.8080873,7.4215627,5.6331596,4.3053803,2.2815812,3.2170498,1,True,diamond,https://www.mdpi.com/2305-6703/6/1/2/pdf?version=1766654101
255,Towards Ethical AI: Bias Detection and Mitigation in AI Models for Recruitment Systems and Criminal Justice Systems,https://doi.org/10.1109/ICCUBEA65967.2025.11283812,General Fairness & Bias Mitigation,2025,5.9058094,4.456222,7.732209,6.878898,5.9058094,4.456222,4.2031,3.7728944,1,False,closed,
256,Algorithmic Bias Detection: A Focus on Skin Tone and Gender Fairness in AI Models,https://doi.org/10.1109/CITREx64975.2025.10974934,General Fairness & Bias Mitigation,2025,4.9402084,5.6825027,7.643394,5.3760695,4.9402084,5.6825027,1.0249933,5.064697,1,False,closed,
257,Large Language Model Bias Mitigation from the Perspective of Knowledge Editing,https://doi.org/10.48550/arXiv.2405.09341,LLMs & NLP,2024,5.9178963,5.8664675,6.2999306,5.99936,5.9178963,5.8664675,2.425854,3.439641,0,True,green,https://arxiv.org/pdf/2405.09341
258,Mitigating the Bias of Large Language Model Evaluation,https://doi.org/10.48550/arXiv.2409.16788,LLMs & NLP,2024,2.3372915,6.4173245,9.476381,2.9704938,2.3372915,6.4173245,2.1484547,9.42196,0,True,green,https://arxiv.org/pdf/2409.16788
259,Is ChatGPT Fair for Recommendation? Evaluating Fairness in Large Language Model Recommendation,https://doi.org/10.1145/3604915.3608860,Recommender Systems,2023,10.782927,6.0075297,5.1911635,2.8177617,10.782927,6.0075297,-1.3127003,8.244504,124,False,closed,
260,Fairer Preferences Elicit Improved Human-Aligned Large Language Model Judgments,https://doi.org/10.48550/arXiv.2406.11370,LLMs & NLP,2024,2.5377321,6.4638276,9.43036,2.9324777,2.5377321,6.4638276,1.8485461,9.347254,0,True,green,https://arxiv.org/pdf/2406.11370
261,RRAO: An Ontology for the Representation of Reoffending Risk Assessment Knowledge,https://doi.org/10.1109/IISA66859.2025.11311249,Graph-Based Fairness & Bias Mitigation,2025,7.169528,3.729671,7.48874,8.43534,7.169528,3.729671,4.3579874,5.0652895,0,False,closed,
262,AI Bias in Power Systems Domain—Exemplary Cases and Approaches,https://doi.org/10.3390/en18184819,General Fairness & Bias Mitigation,2025,5.9888754,5.119639,7.8747377,7.018288,5.9888754,5.119639,2.571549,5.1965218,0,True,gold,https://www.mdpi.com/1996-1073/18/18/4819/pdf?version=1757508618
263,Bias in Conversational Search: The Double-Edged Sword of the Personalized Knowledge Graph,https://doi.org/10.1145/3409256.3409834,Graph-Based Fairness & Bias Mitigation,2020,3.1351273,5.8734326,5.229631,2.418584,3.1351273,5.8734326,-1.5147618,8.332806,24,True,green,https://arxiv.org/pdf/2010.10409
264,Comprehensive Fair Meta-learned Recommender System,https://doi.org/10.1145/3534678.3539269,Recommender Systems,2022,10.741223,6.3452783,5.479708,2.7130806,10.741223,6.3452783,-2.0168118,7.764989,47,True,green,https://arxiv.org/pdf/2206.04789
265,START Foundation: Coping with Bias and Fairness when Implementing and Using an AI System,https://doi.org/10.17705/1cais.05443,General Fairness & Bias Mitigation,2024,5.7776823,4.7908044,6.4318104,7.129548,5.7776823,4.7908044,-1.0889266,7.874268,1,False,closed,
266,Measuring Inter-Bias Effects and Fairness-Accuracy Trade-Offs in GNN-Based Recommender Systems,https://doi.org/10.3390/fi17100461,Graph-Based Fairness & Bias Mitigation,2025,10.125222,6.129392,5.1579065,3.2636251,10.125222,6.129392,-2.2643087,7.1000905,1,True,gold,https://www.mdpi.com/1999-5903/17/10/461/pdf?version=1759919396
267,A framework for solving bias in graph-based recommender systems with a causal perspective,https://doi.org/10.1007/s10489-025-06388-3,Graph-Based Fairness & Bias Mitigation,2025,10.601787,6.2590785,5.0245495,3.0027843,10.601787,6.2590785,-2.0549083,7.7611613,0,False,closed,
268,"The Connection Between Popularity Bias, Calibration, and Fairness in Recommendation",https://doi.org/10.1145/3383313.3418487,Recommender Systems,2020,10.876345,5.924771,5.016172,2.3065474,10.876345,5.924771,-1.5799426,7.622956,10,True,green,https://arxiv.org/pdf/2008.09273
269,Fairness metrics and bias mitigation strategies for rating predictions,https://doi.org/10.1016/J.IPM.2021.102646,Recommender Systems,2021,10.797916,6.3301654,5.328205,2.7803512,10.797916,6.3301654,-1.9381558,8.168867,45,False,closed,
270,Advancing Algorithmic Justice: A Systematic Review of Fair Decision-Making Protocols in Healthcare AI,https://doi.org/10.62839/ajfldr.v01.v01.39-52,Health & Clinical AI,2024,5.1729527,1.289905,10.162053,7.797988,5.1729527,1.289905,5.9723306,6.000448,1,True,gold,https://zenodo.org/records/14063311/files/published_Advancing%20Algorithmic%20Justice.pdf
271,MACAIF: Machine Learning Auditing for Clinical AI Fairness,https://doi.org/10.1145/3597512.3597522,Health & Clinical AI,2023,5.524876,1.2545108,10.063823,8.653053,5.524876,1.2545108,6.1094384,4.5288796,1,False,closed,
272,Auditing fairness in clinical AI systems using provenance-based simulation,https://doi.org/10.3389/frai.2026.1756023,Health & Clinical AI,2026,5.213685,1.0428053,10.564398,8.445079,5.213685,1.0428053,6.207395,5.2559557,0,True,gold,https://public-pages-files-2025.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2026.1756023/pdf
273,A Review of Bias and Fairness in Artificial Intelligence,https://doi.org/10.9781/ijimai.2023.11.001,General Fairness & Bias Mitigation,2023,6.1536646,4.9804397,6.8344116,6.536508,6.1536646,4.9804397,2.8333359,5.006822,53,True,diamond,https://doi.org/10.9781/ijimai.2023.11.001
